-2.4
-2.19
-1.97
-1.76
-1.49
-1.23
-0.96
-0.43
0.11
0.64
1.2
1.76
2.32
2.91
3.49
4.08
4.56
5.04
5.52
5.95
6.37
6.8
7.04
7.28
7.52
7.73
7.95
8.16
8.19
8.21
8.24
8.16
8.08
8
7.89
7.79
7.68
7.55
7.41
7.28
7.12
6.96
6.8
6.61
6.43
6.24
6.11
5.97
5.84
5.68
5.52
5.36
5.23
5.09
4.96
4.83
4.69
4.56
4.45
4.35
4.24
4.13
4.03
3.92
3.81
3.71
3.6
3.49
3.39
3.28
3.17
3.07
2.96
2.83
2.69
2.56
2.43
2.29
2.16
2.05
1.95
1.84
1.76
1.68
1.6
1.52
1.44
1.36
1.33
1.31
1.28
1.25
1.23
1.2
1.17
1.15
1.12
1.09
1.07
1.04
0.99
0.93
0.88
0.83
0.77
0.72
0.64
0.56
0.48
0.43
0.37
0.32
0.24
0.16
0.08
-0.03
-0.13
-0.24
-0.32
-0.4
-0.48
-0.56
-0.64
-0.72
-0.77
-0.83
-0.88
-0.96
-1.04
-1.12
-1.17
-1.23
-1.28
-1.33
-1.39
-1.44
-1.49
-1.55
-1.6
-1.63
-1.65
-1.68
-1.73
-1.79
-1.84
-1.89
-1.95
-2
-2.05
-2.11
-2.16
-2.21
-2.27
-2.32
-2.4
